793	0.841	1.029	0.649	0.667	1.183	0.088	1.896
795	0.85	1.012	0.687	0.636	1.201	0.13	2.01
797	0.851	1.029	0.659	0.669	1.246	0.09	1.864
799	0.854	1.099	0.686	0.674	1.467	0.089	2.037
801	0.871	1.066	0.68	0.618	1.28	0.09	2.121
803	0.862	1.069	0.667	0.639	1.241	0.1	2.029
805	0.856	1.143	0.65	0.728	1.242	0.091	1.93
807	0.868	1.066	0.668	0.644	1.263	0.09	1.878
809	0.876	1.08	0.674	0.643	1.252	0.123	2.084
811	0.935	1.233	0.723	0.663	1.25	0.129	1.865
813	0.849	1.079	0.729	0.698	1.261	0.091	2.238
815	1.037	1.072	0.673	0.738	1.224	0.091	1.885
817	0.915	1.086	0.701	0.672	1.252	0.091	1.925
819	0.89	1.089	0.683	0.651	1.303	0.092	2.447
821	0.906	1.091	0.711	0.68	1.275	0.093	1.915
823	0.9	1.203	0.74	0.664	1.314	0.092	1.883
825	0.908	1.118	0.681	0.715	1.299	0.123	1.881
827	0.889	1.105	0.7	0.698	1.529	0.105	2.092
829	0.948	1.138	0.734	0.671	1.405	0.122	2.133
831	0.919	1.118	0.706	0.656	1.313	0.092	1.895
833	0.928	1.286	0.717	0.644	1.321	0.093	2.006
835	1.061	1.222	0.704	0.651	1.365	0.094	1.994
837	0.944	1.13	0.708	0.658	1.322	0.094	2.14
839	0.931	1.186	0.719	0.65	1.298	0.096	1.999
841	0.983	1.206	0.758	0.663	1.298	0.095	2.05
843	0.944	1.177	0.722	0.67	1.322	0.094	2.016
845	0.993	1.188	0.732	0.707	1.303	0.094	2.007
847	1.229	1.217	0.71	0.712	1.272	0.094	2.13
849	0.977	1.212	0.694	0.707	1.308	0.096	1.893
851	0.949	1.252	0.687	0.707	1.31	0.096	1.859
853	0.972	1.188	0.736	0.718	1.318	0.095	1.847
855	0.965	1.23	0.732	0.715	1.325	0.096	2.059
857	0.973	1.258	0.7	0.713	1.332	0.108	1.896
859	0.994	1.259	0.678	0.72	1.343	0.127	1.861
861	0.991	1.24	0.692	0.708	1.334	0.149	1.862
863	0.955	1.558	0.724	0.668	1.417	0.096	2.189
865	0.998	1.257	0.722	0.696	1.325	0.097	2.192
867	0.974	1.251	0.684	0.69	1.577	0.098	1.924
869	1.015	1.224	0.736	0.667	1.398	0.097	1.945
871	0.98	1.257	0.734	0.732	1.307	0.097	1.862
873	1.03	1.227	0.732	0.707	1.352	0.096	2.029
875	0.971	1.24	0.74	0.883	1.411	0.177	2.091
877	0.966	1.247	0.733	0.658	1.351	0.096	1.872
879	1.029	1.268	0.746	0.678	1.481	0.113	1.858
881	1.006	1.283	0.756	0.767	1.431	0.099	1.878
883	1.299	1.308	0.727	0.686	1.355	0.101	2.394
885	1.059	1.341	0.783	0.708	1.38	0.111	1.901
887	1.053	1.31	0.833	0.702	1.48	0.099	2.409
889	1.527	1.336	0.705	0.68	1.448	0.102	1.947
891	1.044	1.354	0.678	0.689	1.361	0.153	2.642
893	1.283	1.445	0.904	1.301	2.317	0.132	2.89
895	1.071	1.322	0.737	0.673	1.494	0.107	2.103
897	1.06	1.349	0.662	0.684	1.406	0.112	2.055
899	1.075	1.871	1.778	1.742	3.513	0.259	4.735
901	2.715	3.408	1.812	1.741	3.503	0.256	4.627
903	1.079	1.377	0.767	0.696	1.372	0.101	1.942
905	1.087	1.365	0.71	0.73	1.364	0.133	1.886
907	1.189	1.455	0.77	0.762	1.931	0.106	2.082
909	1.118	1.349	0.758	0.768	1.418	0.102	1.973
911	1.383	1.406	0.753	0.74	1.419	0.102	2.197
913	1.124	1.344	0.769	0.701	1.463	0.103	1.914
915	1.102	1.4	0.856	0.778	1.495	0.104	1.935
917	1.095	1.361	0.801	0.744	3.344	0.474	7.749
919	4.664	5.814	3.326	3.323	4.627	0.284	4.772
921	2.673	3.218	1.879	1.798	3.376	0.247	4.644
923	2.61	2.638	0.759	0.701	1.441	0.104	1.858
925	1.142	1.384	0.823	0.715	1.468	0.274	1.896
927	1.263	1.381	0.751	0.739	1.411	0.105	1.945
929	1.277	1.689	0.758	0.729	1.426	0.105	2.497
931	1.175	1.392	0.783	0.727	1.448	0.106	2.308
933	1.173	1.425	0.76	0.729	1.596	0.15	2.051
